parent_directory	object_type	name	size_in_bytes 
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\operations\__pycache__	file	freeze.cpython-311.pyc	11628
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\operations\__pycache__	file	prepare.cpython-311.pyc	27978
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\operations\__pycache__	file	__init__.cpython-311.pyc	232
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req	file	constructors.py	16610
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req	file	req_file.py	17872
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req	file	req_install.py	33084
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req	file	req_set.py	4704
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req	file	req_uninstall.py	24678
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req	file	__init__.py	2738
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req	directory	__pycache__	131546
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req\__pycache__	file	constructors.cpython-311.pyc	20732
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req\__pycache__	file	req_file.cpython-311.pyc	22777
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req\__pycache__	file	req_install.cpython-311.pyc	38115
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req\__pycache__	file	req_set.cpython-311.pyc	7988
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req\__pycache__	file	req_uninstall.cpython-311.pyc	37514
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\req\__pycache__	file	__init__.cpython-311.pyc	4420
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution	file	base.py	583
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution	file	__init__.py	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution	directory	legacy	48196
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution	directory	resolvelib	205796
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution	directory	__pycache__	1635
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\legacy	file	resolver.py	24128
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\legacy	file	__init__.py	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\legacy	directory	__pycache__	24068
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__	file	resolver.cpython-311.pyc	23829
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\legacy\__pycache__	file	__init__.cpython-311.pyc	239
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	base.py	5220
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	candidates.py	18969
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	factory.py	27845
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	found_candidates.py	5705
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	provider.py	9824
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	reporter.py	3100
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	requirements.py	5454
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	resolver.py	11642
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	file	__init__.py	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib	directory	__pycache__	118037
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	base.cpython-311.pyc	9656
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	candidates.cpython-311.pyc	28830
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	factory.cpython-311.pyc	31955
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	found_candidates.cpython-311.pyc	6791
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	provider.cpython-311.pyc	11482
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	reporter.cpython-311.pyc	5473
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	requirements.cpython-311.pyc	11153
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	resolver.cpython-311.pyc	12454
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\resolvelib\__pycache__	file	__init__.cpython-311.pyc	243
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\__pycache__	file	base.cpython-311.pyc	1403
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\resolution\__pycache__	file	__init__.cpython-311.pyc	232
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	appdirs.py	1665
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	compat.py	1884
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	compatibility_tags.py	5377
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	datetime.py	242
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	deprecation.py	3627
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	direct_url_helpers.py	3206
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	egg_link.py	2118
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	encoding.py	1169
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	entrypoints.py	3064
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	filesystem.py	5122
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	filetypes.py	716
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	glibc.py	3113
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	hashes.py	5118
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	inject_securetransport.py	795
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	logging.py	11632
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	misc.py	22343
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	models.py	1193
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	packaging.py	2108
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	setuptools_build.py	4435
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	subprocess.py	9200
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	temp_dir.py	7702
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	unpacking.py	8821
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	urls.py	1759
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	virtualenv.py	3456
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	wheel.py	4549
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	_jaraco_text.py	3351
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	_log.py	1015
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	file	__init__.py	0
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils	directory	__pycache__	172612
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	appdirs.cpython-311.pyc	2586
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	compat.cpython-311.pyc	2294
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	compatibility_tags.cpython-311.pyc	6786
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	datetime.cpython-311.pyc	744
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	deprecation.cpython-311.pyc	4713
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	direct_url_helpers.cpython-311.pyc	3750
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	egg_link.cpython-311.pyc	3265
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	encoding.cpython-311.pyc	2350
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	entrypoints.cpython-311.pyc	4272
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	filesystem.cpython-311.pyc	8257
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	filetypes.cpython-311.pyc	1343
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	glibc.cpython-311.pyc	2639
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	hashes.cpython-311.pyc	8798
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	inject_securetransport.cpython-311.pyc	1361
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	logging.cpython-311.pyc	15486
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	misc.cpython-311.pyc	37086
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	models.cpython-311.pyc	2967
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	packaging.cpython-311.pyc	2834
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	setuptools_build.cpython-311.pyc	4899
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	subprocess.cpython-311.pyc	9921
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	temp_dir.cpython-311.pyc	11448
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	unpacking.cpython-311.pyc	12923
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	urls.cpython-311.pyc	2720
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	virtualenv.cpython-311.pyc	4967
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	wheel.cpython-311.pyc	7137
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	_jaraco_text.cpython-311.pyc	4791
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	_log.cpython-311.pyc	2048
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\utils\__pycache__	file	__init__.cpython-311.pyc	227
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs	file	bazaar.py	3519
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs	file	git.py	18116
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs	file	mercurial.py	5244
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs	file	subversion.py	11729
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs	file	versioncontrol.py	22811
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs	file	__init__.py	596
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs	directory	__pycache__	83371
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs\__pycache__	file	bazaar.cpython-311.pyc	5887
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs\__pycache__	file	git.cpython-311.pyc	21551
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs\__pycache__	file	mercurial.cpython-311.pyc	8742
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs\__pycache__	file	subversion.cpython-311.pyc	14630
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs\__pycache__	file	versioncontrol.cpython-311.pyc	31899
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\vcs\__pycache__	file	__init__.cpython-311.pyc	662
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	build_env.cpython-311.pyc	16103
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	cache.cpython-311.pyc	14301
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	configuration.cpython-311.pyc	19550
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	exceptions.cpython-311.pyc	37652
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	main.cpython-311.pyc	783
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	pyproject.cpython-311.pyc	5645
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	self_outdated_check.cpython-311.pyc	11353
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	wheel_builder.cpython-311.pyc	15287
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_internal\__pycache__	file	__init__.cpython-311.pyc	983
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	file	six.py	34549
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	file	typing_extensions.py	111130
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	file	vendor.txt	475
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	file	__init__.py	4966
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	cachecontrol	110481
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	certifi	288111
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	chardet	2124529
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	colorama	158837
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	distlib	1662959
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	distro	109717
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	idna	502859
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	msgpack	103717
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	packaging	231150
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	pkg_resources	269535
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	platformdirs	133301
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	pygments	1014765
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	pyparsing	899317
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	pyproject_hooks	59596
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	requests	400495
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	resolvelib	85899
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	rich	2109434
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	tenacity	138124
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	tomli	62500
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	urllib3	865814
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	webencodings	70007
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor	directory	__pycache__	183694
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	adapter.py	5033
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	cache.py	1535
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	compat.py	778
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	controller.py	16416
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	filewrapper.py	3946
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	heuristics.py	4154
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	serialize.py	7105
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	wrapper.py	774
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	_cmd.py	1379
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	file	__init__.py	465
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	directory	caches	17941
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol	directory	__pycache__	50955
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\caches	file	file_cache.py	5271
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\caches	file	redis_cache.py	1033
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\caches	file	__init__.py	242
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\caches	directory	__pycache__	11395
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__	file	file_cache.cpython-311.pyc	8427
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__	file	redis_cache.cpython-311.pyc	2524
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\caches\__pycache__	file	__init__.cpython-311.pyc	444
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	adapter.cpython-311.pyc	5531
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	cache.cpython-311.pyc	3805
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	compat.cpython-311.pyc	1162
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	controller.cpython-311.pyc	16477
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	filewrapper.cpython-311.pyc	4264
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	heuristics.cpython-311.pyc	6709
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	serialize.cpython-311.pyc	8424
D:\Geekbrains\Git_Tasks\Python_part_2\pythonProject\second_project\venv_new\Lib\site-packages\pip\_vendor\cachecontrol\__pycache__	file	wrapper.cpython-311.pyc	990
